Plot Title: 20058353,,,
#,"Date Time, GMT+05:00","Temp, ¡C (LGR S/N: 20058353, SEN S/N: 20058353)","Intensity, Lux (LGR S/N: 20058353, SEN S/N: 20058353)"
25046,12/18/17 03:15:00 PM,29.053,3272.2
25047,12/18/17 03:30:00 PM,29.053,2755.6
25048,12/18/17 03:45:00 PM,29.053,2325
25049,12/18/17 04:00:00 PM,29.053,2755.6
25050,12/18/17 04:15:00 PM,29.053,1894.5
25051,12/18/17 04:30:00 PM,29.053,1550
25052,12/18/17 04:45:00 PM,28.953,1463.9
25053,12/18/17 05:00:00 PM,28.953,1162.5
25054,12/18/17 05:15:00 PM,28.953,1022.6
25055,12/18/17 05:30:00 PM,28.953,505.9
25056,12/18/17 05:45:00 PM,28.953,366
25057,12/18/17 06:00:00 PM,28.953,86.1
25058,12/18/17 06:15:00 PM,28.853,0
25059,12/18/17 06:30:00 PM,28.853,0
25060,12/18/17 06:45:00 PM,28.853,0
25061,12/18/17 07:00:00 PM,28.853,0
25062,12/18/17 07:15:00 PM,28.853,0
25063,12/18/17 07:30:00 PM,28.853,0
25064,12/18/17 07:45:00 PM,28.853,0
25065,12/18/17 08:00:00 PM,28.853,0
25066,12/18/17 08:15:00 PM,28.853,0
25067,12/18/17 08:30:00 PM,28.853,0
25068,12/18/17 08:45:00 PM,28.853,0
25069,12/18/17 09:00:00 PM,28.853,0
25070,12/18/17 09:15:00 PM,28.853,0
25071,12/18/17 09:30:00 PM,28.853,0
25072,12/18/17 09:45:00 PM,28.853,0
25073,12/18/17 10:00:00 PM,28.754,0
25074,12/18/17 10:15:00 PM,28.853,0
25075,12/18/17 10:30:00 PM,28.754,0
25076,12/18/17 10:45:00 PM,28.754,0
25077,12/18/17 11:00:00 PM,28.754,0
25078,12/18/17 11:15:00 PM,28.853,0
25079,12/18/17 11:30:00 PM,28.853,0
25080,12/18/17 11:45:00 PM,28.853,0
25081,12/19/17 12:00:00 AM,28.754,0
25082,12/19/17 12:15:00 AM,28.754,0
25083,12/19/17 12:30:00 AM,28.754,0
25084,12/19/17 12:45:00 AM,28.754,0
25085,12/19/17 01:00:00 AM,28.754,0
25086,12/19/17 01:15:00 AM,28.754,0
25087,12/19/17 01:30:00 AM,28.754,0
25088,12/19/17 01:45:00 AM,28.754,0
25089,12/19/17 02:00:00 AM,28.655,0
25090,12/19/17 02:15:00 AM,28.555,0
25091,12/19/17 02:30:00 AM,28.555,0
25092,12/19/17 02:45:00 AM,28.655,0
25093,12/19/17 03:00:00 AM,28.655,0
25094,12/19/17 03:15:00 AM,28.655,0
25095,12/19/17 03:30:00 AM,28.655,0
25096,12/19/17 03:45:00 AM,28.555,0
25097,12/19/17 04:00:00 AM,28.555,0
25098,12/19/17 04:15:00 AM,28.456,0
25099,12/19/17 04:30:00 AM,28.456,0
25100,12/19/17 04:45:00 AM,28.357,0
25101,12/19/17 05:00:00 AM,28.357,0
25102,12/19/17 05:15:00 AM,28.258,0
25103,12/19/17 05:30:00 AM,28.357,0
25104,12/19/17 05:45:00 AM,28.357,0
25105,12/19/17 06:00:00 AM,28.357,0
25106,12/19/17 06:15:00 AM,28.357,107.6
25107,12/19/17 06:30:00 AM,28.357,247.6
25108,12/19/17 06:45:00 AM,28.357,699.7
25109,12/19/17 07:00:00 AM,28.357,1173.3
25110,12/19/17 07:15:00 AM,28.456,1894.5
25111,12/19/17 07:30:00 AM,28.357,2755.6
25112,12/19/17 07:45:00 AM,28.357,3788.9
25113,12/19/17 08:00:00 AM,28.555,4650
25114,12/19/17 08:15:00 AM,28.655,5166.7
25115,12/19/17 08:30:00 AM,28.655,6200
25116,12/19/17 08:45:00 AM,28.655,7233.4
25117,12/19/17 09:00:00 AM,28.754,7577.8
25118,12/19/17 09:15:00 AM,28.853,9644.5
25119,12/19/17 09:30:00 AM,28.853,9644.5
25120,12/19/17 09:45:00 AM,28.953,10333.4
25121,12/19/17 10:00:00 AM,28.853,10333.4
25122,12/19/17 10:15:00 AM,28.953,13089
25123,12/19/17 10:30:00 AM,28.953,13089
25124,12/19/17 10:45:00 AM,28.953,15844.5
25125,12/19/17 11:00:00 AM,28.953,15155.7
25126,12/19/17 11:15:00 AM,29.053,15155.7
25127,12/19/17 11:30:00 AM,29.053,12400.1
25128,12/19/17 11:45:00 AM,29.053,12400.1
25129,12/19/17 12:00:00 PM,29.053,12400.1
25130,12/19/17 12:15:00 PM,29.053,13089
25131,12/19/17 12:30:00 PM,29.053,11711.2
25132,12/19/17 12:45:00 PM,29.352,12400.1
25133,12/19/17 01:00:00 PM,29.152,10333.4
25134,12/19/17 01:15:00 PM,29.452,8266.7
25135,12/19/17 01:30:00 PM,29.352,8611.2
25136,12/19/17 01:45:00 PM,29.252,8266.7
25137,12/19/17 02:00:00 PM,29.352,4994.5
25138,12/19/17 02:15:00 PM,29.252,5166.7
25139,12/19/17 02:30:00 PM,29.252,5166.7
25140,12/19/17 02:45:00 PM,29.252,4133.4
25141,12/19/17 03:00:00 PM,29.252,4305.6
25142,12/19/17 03:15:00 PM,29.053,3961.1
25143,12/19/17 03:30:00 PM,29.053,3616.7
25144,12/19/17 03:45:00 PM,29.053,2669.5
25145,12/19/17 04:00:00 PM,29.152,2497.2
25146,12/19/17 04:15:00 PM,29.053,1980.6
25147,12/19/17 04:30:00 PM,28.953,1808.3
25148,12/19/17 04:45:00 PM,28.953,1377.8
25149,12/19/17 05:00:00 PM,28.953,1065.6
25150,12/19/17 05:15:00 PM,28.953,828.8
25151,12/19/17 05:30:00 PM,28.953,570.5
25152,12/19/17 05:45:00 PM,28.853,322.9
25153,12/19/17 06:00:00 PM,28.953,107.6
25154,12/19/17 06:15:00 PM,28.853,0
25155,12/19/17 06:30:00 PM,28.853,0
25156,12/19/17 06:45:00 PM,28.754,0
25157,12/19/17 07:00:00 PM,28.754,0
25158,12/19/17 07:15:00 PM,28.754,0
25159,12/19/17 07:30:00 PM,28.754,0
25160,12/19/17 07:45:00 PM,28.754,0
25161,12/19/17 08:00:00 PM,28.754,0
25162,12/19/17 08:15:00 PM,28.754,0
25163,12/19/17 08:30:00 PM,28.754,0
25164,12/19/17 08:45:00 PM,28.655,0
25165,12/19/17 09:00:00 PM,28.655,0
25166,12/19/17 09:15:00 PM,28.655,0
